name,latitude,longitude,iso
Taiynsha,53.8481,69.7638,KZ
Bellefonte,40.9141,-77.7683,US
Fort Morgan,40.2539,-103.7919,US
Weigelstown,39.9843,-76.8315,US
McPherson,38.3714,-97.6606,US
Qulan,42.9204,72.705,KZ
Washington,38.6592,-87.1721,US
Andover,37.6868,-97.1353,US
Verona,42.9884,-89.5381,US
Mounds View,45.1072,-93.2078,US
Newton,35.6631,-81.2332,US
Rocky Point,40.9357,-72.9364,US
East Greenwich,41.6362,-71.5058,US
Worthington,43.6282,-95.599,US
Short Hills,40.7389,-74.3278,US
Lake Tapps,47.2305,-122.1696,US
Shiloh,38.5534,-89.916,US
Stoughton,42.9236,-89.2219,US
Luling,29.9008,-90.3523,US
New Ulm,44.3119,-94.468,US
Glenn Heights,32.5506,-96.8548,US
Bonita,32.6652,-117.0296,US
Dunmore,41.4152,-75.6072,US
Borger,35.6598,-101.4012,US
New Kingman-Butler,35.2645,-114.0091,US
North Palm Beach,26.8217,-80.0577,US
Dabola,10.748,-11.109,GN
Port Clinton,41.5094,-82.9383,US
Bay St. Louis,30.3281,-89.3774,US
Clinton,41.298,-72.53,US
Macara,-4.3796,-79.95,EC
Lakeside,37.6133,-77.4768,US
Rochester,42.6866,-83.1197,US
Bellefontaine,40.3627,-83.763,US
Marion,35.6775,-82.0014,US
Martinsville,39.4227,-86.4208,US
Taylorville,39.5328,-89.2804,US
Chelsea,33.3257,-86.6303,US
Wawarsing,41.7526,-74.4172,US
Muynoq,43.7683,59.0214,UZ
Champasak,14.8833,105.8667,LA
Glen Carbon,38.7579,-89.9832,US
Rogers,45.1865,-93.5783,US
Maryville,40.3428,-94.8708,US
Oxford,41.4313,-73.135,US
Muscoy,34.1548,-117.3482,US
Summerfield,38.9042,-76.8678,US
Ridge,40.9068,-72.8816,US
Lawrenceburg,39.0986,-84.8712,US
Moody,33.5986,-86.4963,US
Forest Hill,32.6619,-97.2662,US
Superior,39.9341,-105.1588,US
Commerce,33.9963,-118.1519,US
Mahomet,40.1885,-88.3903,US
Uyuni,-20.46,-66.83,BO
Artondale,47.3024,-122.639,US
South Daytona,29.1656,-81.0056,US
Fallsburg,41.7391,-74.6038,US
West Carrollton,39.67,-84.254,US
Tarboro,35.9046,-77.5563,US
Trenton,39.4791,-84.462,US
South Sioux City,42.4627,-96.4126,US
Port Neches,29.9765,-93.946,US
Farmington,42.9894,-77.3087,US
Oak Island,33.9433,-78.1366,US
East Hampton,41.5696,-72.5074,US
Tierra Amarilla,-27.48,-70.28,CL
Port Royal,32.3557,-80.7027,US
Chilca,-12.5196,-76.74,PE
Herrin,37.7984,-89.0304,US
Hamilton Square,40.2248,-74.6525,US
Greenville,40.1043,-84.6209,US
Malibu,34.0368,-118.7845,US
York,43.186,-70.6661,US
Keokuk,40.4095,-91.403,US
Sturgis,41.8004,-85.4181,US
Camabatela,-8.1896,15.37,AO
Justice,41.7495,-87.8345,US
Woodland Park,40.8905,-74.1945,US
Horsham,-36.7096,142.19,AU
Lumberton,30.2562,-94.2071,US
Endicott,42.098,-76.0639,US
Suamico,44.6352,-88.0664,US
Los Lagos,-39.8495,-72.83,CL
German Flatts,42.9868,-74.9804,US
Channahon,41.4211,-88.2593,US
Sun Village,34.5596,-117.9559,US
Bastrop,32.7749,-91.9058,US
Red Oak,32.5204,-96.7862,US
Powell River,49.8837,-124.55,CA
Riverton,43.0425,-108.4142,US
Hammonton,39.6572,-74.7678,US
Plover,44.4614,-89.5382,US
Camp Pendleton South,33.2284,-117.3791,US
Loveland,39.2679,-84.2731,US
Dover,40.5302,-81.4805,US
Dorado,18.4657,-66.2723,PR
Panama City Beach,30.2369,-85.8774,US
Cedartown,34.0225,-85.248,US
Grimes,41.6776,-93.7946,US
Pennsville,39.6266,-75.5089,US
Lewisboro,41.2697,-73.5827,US
Cloquet,46.7221,-92.4923,US
St. Ann,38.7266,-90.3872,US
Wickliffe,41.6072,-81.469,US
Prairie Ridge,47.1443,-122.1408,US
Lynnfield,42.5356,-71.0382,US
Diebougou,10.952,-3.248,BF
Glendale,43.1288,-87.9277,US
Forrest City,35.0102,-90.7874,US
Lilburn,33.8887,-84.1379,US
Librazhd,41.2,20.3667,AL
Frederick,40.1095,-104.967,US
Joppatowne,39.4181,-76.3516,US
Davidson,35.4862,-80.8271,US
Santaquin,39.9712,-111.7937,US
Spearfish,44.4912,-103.8167,US
Fergus Falls,46.2854,-96.0759,US
Uglegorsk,49.0833,142.0333,RU
Paris,38.2016,-84.2719,US
West Monroe,32.512,-92.1513,US
Charlotte,42.5662,-84.8304,US
Sunchales,-30.9329,-61.5666,AR
Mount Vernon,38.714,-77.1043,US
Mogocha,53.7333,119.7666,RU
Florence,40.0978,-74.7886,US
Peru,40.7585,-86.0714,US
Boone,42.053,-93.877,US
Cedar Grove,40.8565,-74.2287,US
Sault Ste. Marie,46.4817,-84.3723,US
Oskaloosa,41.2922,-92.6403,US
Vinings,33.8608,-84.4686,US
Goldenrod,28.6114,-81.2916,US
Richmond Hill,31.9012,-81.3126,US
Bedford,41.3919,-81.5359,US
Chatham,39.6729,-89.6957,US
Lakeland,35.2585,-89.7308,US
Lindale,32.4933,-95.4069,US
Jacksonville,33.8088,-85.7544,US
Medfield,42.1848,-71.305,US
LaBelle,26.7219,-81.4506,US
Grand Terrace,34.0312,-117.3132,US
Barcelos,-0.975,-62.9239,BR
Verde Village,34.712,-111.994,US
Derby,41.3265,-73.0833,US
San Anselmo,37.9821,-122.5699,US
Spring Lake,35.1841,-78.9962,US
Royse City,32.9764,-96.3192,US
Windsor Locks,41.9267,-72.6544,US
Minden,32.6187,-93.2762,US
Virginia,47.5169,-92.5128,US
Kingsbury,43.344,-73.5395,US
Jackson,43.4721,-110.7745,US
Parker,34.8514,-82.4512,US
Markham,41.6,-87.6905,US
Corinth,34.9474,-88.5143,US
Choctaw,35.48,-97.2666,US
Port Pirie,-33.1911,137.99,AU
Cypress Lake,26.5391,-81.9,US
Brunswick,42.7558,-73.5903,US
Azle,32.8955,-97.5379,US
South Charleston,38.3482,-81.711,US
Moss Bluff,30.3039,-93.2051,US
Cornwall,41.4195,-74.054,US
Calbuco,-41.7522,-73.1416,CL
Lakeland North,47.3374,-122.2814,US
Woodhaven,42.132,-83.2374,US
Lincolnwood,42.0054,-87.7329,US
Winnetka,42.1064,-87.7421,US
Hudson,28.3594,-82.6888,US
Platteville,42.7279,-90.4675,US
Cedar Lake,41.3694,-87.438,US
Irondale,33.544,-86.6599,US
New Kensington,40.5711,-79.7521,US
Coventry,41.7828,-72.3394,US
Ringwood,41.1064,-74.2749,US
Arkansas City,37.0726,-97.0385,US
Oregon,42.9252,-89.3887,US
North St. Paul,45.0137,-92.9995,US
Marion,35.2041,-90.2061,US
Colonial Park,40.2997,-76.8068,US
Bayou Blue,29.6341,-90.6732,US
Wells Branch,30.4432,-97.6792,US
Carnot-Moon,40.5187,-80.2178,US
Fredericksburg,30.2671,-98.8757,US
Avenal,36.0312,-120.116,US
Colesberg,-30.7195,25.1,ZA
Cheney,47.4901,-117.5789,US
Truckee,39.3454,-120.1848,US
Kewanee,41.2399,-89.9264,US
Marysville,39.1518,-121.5836,US
Finneytown,39.216,-84.5146,US
Kilindoni,-7.9163,39.65,TZ
Plymouth,41.3482,-86.3187,US
Palos Heights,41.6637,-87.7959,US
Larkspur,37.9394,-122.5313,US
Lumberton,39.9569,-74.8035,US
New Baltimore,42.6903,-82.7398,US
Terryville,40.909,-73.0492,US
Eatontown,40.2913,-74.0558,US
Othello,46.8222,-119.1651,US
St. Peter,44.3296,-93.9659,US
Gulfport,27.7463,-82.71,US
Northlake,41.9143,-87.9054,US
Sandpoint,48.2822,-116.5613,US
Warwick,-28.2292,152.0203,AU
Magalia,39.8228,-121.6078,US
Lakeland Highlands,27.9572,-81.9496,US
Trophy Club,33.0039,-97.1898,US
Ulster,41.9699,-74.0041,US
Jefferson,34.1371,-83.6022,US
Elkhorn,42.6711,-88.5377,US
Marshall,39.1145,-93.201,US
Ellwood City,40.8619,-80.283,US
North Castle,41.1331,-73.695,US
North Smithfield,41.9727,-71.5514,US
Waconia,44.8413,-93.7926,US
Nazyvayevsk,55.567,71.35,RU
Newington Forest,38.7371,-77.2339,US
Palmer Town,42.1888,-72.3112,US
Pine Castle,28.4651,-81.374,US
Shepherdsville,37.9806,-85.6999,US
Warwick,41.2551,-74.355,US
Wilmington,39.4387,-83.8184,US
Ishpeming,46.4862,-87.6658,US
Middle Valley,35.1878,-85.1958,US
Irmo,34.1016,-81.1953,US
Fulton,38.8551,-91.951,US
Yulee,30.635,-81.5678,US
Boloso,2.0337,15.2167,CG
Holiday City-Berkeley,39.9639,-74.2787,US
Beatrice,40.2738,-96.7455,US
Porvoo,60.4004,25.666,FI
Tyngsborough,42.6662,-71.429,US
Blythe,33.6219,-114.6195,US
Green River,41.5124,-109.4708,US
Holly Hill,29.2443,-81.0462,US
Gladstone,45.3864,-122.5933,US
Travilah,39.0571,-77.2458,US
Blue Ash,39.2478,-84.3825,US
Pontiac,40.8881,-88.6414,US
Woolwich,39.7401,-75.317,US
Lake Wylie,35.0997,-81.0677,US
Freeport,28.9454,-95.3602,US
Portales,34.1753,-103.3566,US
Belomorsk,64.5252,34.7658,RU
Athens,32.2041,-95.8321,US
Florida City,25.4418,-80.4685,US
Neosho,36.844,-94.3755,US
Highlands,41.3601,-74.0084,US
Clayton,37.9403,-121.9301,US
Ottawa,38.6,-95.2642,US
North Greenbush,42.6706,-73.6632,US
Babylon,40.6949,-73.327,US
Harwich,41.6957,-70.0684,US
Speedway,39.7937,-86.2479,US
Cascades,39.0464,-77.3874,US
Kelso,46.1248,-122.8909,US
Cherlak,54.1605,74.82,RU
Lansdowne,39.0846,-77.4839,US
Riverview,42.1728,-83.1935,US
Robertsville,40.3395,-74.2939,US
Mays Chapel,39.4343,-76.6516,US
Brandfort,-28.6996,26.47,ZA
Lakewood Park,27.539,-80.3865,US
Fate,32.9432,-96.3863,US
Jesup,31.5991,-81.8898,US
Amherst,41.4022,-82.2303,US
Ocean Pines,38.3825,-75.1475,US
James Island,32.7353,-79.9396,US
Alta,69.9666,23.2417,NO
Newberry,34.2822,-81.6012,US
Uacu Cungo,-11.3595,15.12,AO
Richmond,29.5824,-95.7602,US
Waimea,20.0124,-155.6378,US
Loganville,33.8353,-83.8957,US
Valley Falls,41.9234,-71.3923,US
Poquoson,37.1318,-76.3569,US
Batesville,35.7687,-91.6226,US
Pepperell,42.6713,-71.6043,US
Tucson Estates,32.1792,-111.1254,US
Belmont,35.2214,-81.0403,US
Glen Rock,40.9601,-74.125,US
Angra do Heroismo,38.6504,-27.2167,PT
Broussard,30.1393,-91.9539,US
Gatesville,31.4419,-97.7351,US
Los Alamos,35.8926,-106.2862,US
Festus,38.2198,-90.4095,US
Leeds,33.5429,-86.5636,US
Weston,42.3589,-71.3001,US
Aleksandrovsk-Sakhalinskiy,50.8975,142.1561,RU
Cottonwood,34.7194,-112.0015,US
Portland,36.5883,-86.5194,US
Overlea,39.3642,-76.5176,US
Norton,41.0294,-81.6461,US
Delavan,42.6281,-88.6324,US
Kingsburg,36.5242,-119.5608,US
Glenwood Springs,39.5455,-107.3347,US
Princetown,5.9,-57.17,GY
North Valley,35.1737,-106.6231,US
Woodinville,47.7569,-122.1477,US
Wanaque,41.044,-74.29,US
Rehoboth,41.8439,-71.2456,US
Upper,39.2563,-74.727,US
Dolinsk,47.3504,142.8,RU
Manchester,35.463,-86.0774,US
Mount Sinai,40.9372,-73.018,US
Elgin,30.3512,-97.3876,US
Patterson,41.4849,-73.5921,US
Greensburg,39.3515,-85.5024,US
Kasaji,-10.3662,23.45,CD
Lake Station,41.5729,-87.2599,US
Brown Deer,43.1743,-87.975,US
Tepelene,40.2833,20.0333,AL
Pell City,33.5609,-86.2668,US
Cordele,31.9563,-83.7695,US
Lansing,39.2427,-94.8951,US
Scotts Valley,37.0555,-122.0118,US
Chuquicamata,-22.32,-68.93,CL
Macedonia,41.3147,-81.4989,US
Lexington Park,38.2543,-76.4415,US
Holly Springs,34.1686,-84.4843,US
East Bethel,45.3557,-93.2038,US
Grants,35.1538,-107.8335,US
Somerset,40.005,-79.0778,US
Georgetown,33.3595,-79.2958,US
Killarney,52.0504,-9.5167,IE
Stafford,41.9876,-72.3122,US
Somersworth,43.2534,-70.8856,US
Garden City,43.6526,-116.2743,US
Plymouth,41.6642,-73.0263,US
Robstown,27.7886,-97.6685,US
Silver City,32.7784,-108.2698,US
Carahue,-38.7095,-73.17,CL
Nacozari Viejo,30.42,-109.65,MX
Crestwood,38.5569,-90.3782,US
El Campo,29.1986,-96.2725,US
Berkley,39.8045,-105.0281,US
Falmouth,43.7476,-70.2827,US
Qazmalar,40.9814,47.8458,AZ
Newport,44.6231,-124.0524,US
Otsego,42.4575,-85.6979,US
Spencer,42.2471,-71.9919,US
Bucyrus,40.8054,-82.9718,US
Prineville,44.298,-120.8616,US
Shady Hills,28.4042,-82.5467,US
Malargue,-35.4661,-69.5833,AR
Healdsburg,38.6229,-122.8651,US
Kempsey,-31.0874,152.822,AU
Sedro-Woolley,48.5113,-122.2321,US
Mango,27.9915,-82.307,US
Winfield,37.274,-96.9499,US
Lantana,26.5834,-80.0564,US
Lincoln City,44.975,-124.0073,US
Lake Los Angeles,34.6097,-117.8339,US
Dolo Bay,4.1833,42.0833,ET
Gulf Shores,30.2758,-87.7014,US
Portland,-38.34,141.59,AU
Largo,38.88,-76.8289,US
Stone Ridge,38.9295,-77.5553,US
Cadillac,44.2494,-85.4163,US
Griswold,41.5852,-71.9227,US
Jupiter Farms,26.9224,-80.2187,US
Cafayate,-26.0829,-65.9666,AR
Enumclaw,47.2017,-121.9897,US
Port Lavaca,28.6181,-96.6278,US
Nelson,49.4837,-117.2833,CA
Negele,5.3166,39.5833,ET
Bogalusa,30.7812,-89.8633,US
Goulds,25.5614,-80.388,US
Florham Park,40.7773,-74.3953,US
Port Washington,43.3847,-87.8852,US
Nanakuli,21.3892,-158.1445,US
Red Bank,35.1117,-85.2962,US
Malvern,34.3689,-92.8187,US
Rurrenabaque,-14.46,-67.56,BO
Lovington,32.9125,-103.3277,US
Chowchilla,37.1095,-120.2349,US
Magdagachi,53.45,125.8,RU
Newton,41.0534,-74.7527,US
Franklin,39.5538,-84.295,US
Vail,32.0217,-110.6937,US
Elma,42.8231,-78.6371,US
Cocoa Beach,28.3326,-80.6274,US
East Grand Rapids,42.9464,-85.6088,US
Coolidge,32.9395,-111.5261,US
The Pinery,39.4461,-104.7592,US
Diamond Springs,38.692,-120.8391,US
Miller Place,40.9374,-72.9864,US
Martinsville,40.603,-74.5751,US
Tomball,30.0964,-95.6186,US
Putnam Valley,41.3979,-73.8368,US
Weatherford,35.5384,-98.6872,US
Orange City,28.9349,-81.2882,US
Upper Montclair,40.8428,-74.2014,US
Beachwood,41.4759,-81.503,US
Richfield,43.2372,-88.2413,US
Dranesville,38.9955,-77.3693,US
Forestville,38.8518,-76.8708,US
Eureka,38.5014,-90.6491,US
Newcastle,47.5303,-122.1633,US
Arlington,35.2594,-89.668,US
Athol,42.5841,-72.2177,US
Snyder,32.7133,-100.9113,US
Ozark,31.4508,-85.6473,US
Norfolk,42.1163,-71.3295,US
Byram,32.189,-90.2861,US
Chino Valley,34.7594,-112.4107,US
Seven Hills,41.3805,-81.6737,US
Collegedale,35.0521,-85.0488,US
Gympie,-26.1886,152.6709,AU
Mamakating,41.586,-74.4951,US
Bridgeton,38.7672,-90.4277,US
Brattleboro,42.8618,-72.6145,US
Grafton,43.3204,-87.9481,US
Mont-Laurier,46.5504,-75.5,CA
Mendota,36.7555,-120.3777,US
Winchester,35.1898,-86.1075,US
Schiller Park,41.9586,-87.8693,US
Jerome,42.7183,-114.5159,US
Dudley,42.055,-71.9352,US
Lundazi,-12.2895,33.17,ZM
Clute,29.0257,-95.3975,US
Nocatee,30.0918,-81.4097,US
Muswellbrook,-32.2696,150.89,AU
Delhi,37.4306,-120.7759,US
Robinson,31.4501,-97.1201,US
Carver,41.8739,-70.7563,US
Eunice,30.4904,-92.4191,US
D'Iberville,30.4709,-88.9011,US
White House,36.4649,-86.6667,US
Fairfax Station,38.7942,-77.3358,US
Los Alamitos,33.7972,-118.0594,US
Pichilemu,-34.38,-72,CL
Wrentham,42.0513,-71.3552,US
Isabela,18.4991,-67.022,PR
Sandy,45.3986,-122.2692,US
Elwood,40.8462,-73.3389,US
Plano,41.6757,-88.5294,US
Elizabethtown,40.1534,-76.5991,US
Smyrna,39.2922,-75.6076,US
Aguadilla,18.4382,-67.1536,PR
Tarrytown,41.0647,-73.8673,US
Walker Mill,38.8754,-76.8862,US
Hawaiian Paradise Park,19.5828,-154.9693,US
Severnyy,67.6083,64.1233,RU
North Bellport,40.7868,-72.9457,US
Bainbridge,30.9046,-84.5722,US
Cottage Grove,43.7961,-123.0573,US
Gramsh,40.8667,20.2,AL
Claiborne,32.5379,-92.1981,US
Woodward,36.4246,-99.4057,US
Omaruru,-21.436,15.951,NA
Accokeek,38.6745,-77.0023,US
Evanston,41.2602,-110.9646,US
Port Morant,17.891,-76.329,JM
Minneola,28.6067,-81.7321,US
Bennettsville,34.6304,-79.6874,US
San German,18.0827,-67.0459,PR
Archdale,35.9034,-79.9592,US
Zmeinogorsk,51.1571,82.195,RU
Jackson,39.046,-82.6493,US
Rio Colorado,-38.9666,-64.0833,AR
Cerrillos,-24.8996,-65.4833,AR
Aginskoye,51.1031,114.5228,RU
Bellmawr,39.8665,-75.0941,US
Port St. John,28.4771,-80.7874,US
West Plains,36.7378,-91.868,US
Winton,37.3854,-120.6173,US
Hillsborough,37.5573,-122.3587,US
Lyndon,38.2644,-85.5891,US
Portachuelo,-17.36,-63.4,BO
Westview,25.8826,-80.2415,US
Valencia West,32.1354,-111.1124,US
Cedarburg,43.2991,-87.9887,US
Ravenna,41.1613,-81.2421,US
Emmaus,40.5352,-75.4978,US
Maltby,47.8027,-122.1044,US
Bradford,41.9604,-78.6413,US
Grove City,41.1572,-80.0893,US
Valdez,1.2671,-78.9855,EC
Guymon,36.69,-101.4776,US
Ridgefield,40.8313,-74.0147,US
Haddonfield,39.8955,-75.0346,US
Samana,19.212,-69.332,DO
Hanover,43.7155,-72.1911,US
Leon Valley,29.4954,-98.6142,US
Roma,26.4166,-99.0061,US
Highland,38.7602,-89.681,US
Doctor Phillips,28.4476,-81.4922,US
Hillsdale,41.9266,-84.6356,US
Scottsburg,38.6854,-85.7831,US
Endwell,42.1185,-76.0219,US
Excelsior Springs,39.339,-94.24,US
East Windsor,41.9049,-72.5672,US
Little Chute,44.2895,-88.3199,US
East Renton Highlands,47.4718,-122.0854,US
Spirit Lake,43.4176,-95.1109,US
South Yarmouth,41.6692,-70.2005,US
Hibbing,47.3981,-92.9487,US
Monte Quemado,-25.7996,-62.8666,AR
Kirs,59.3138,52.2452,RU
DuBois,41.1225,-78.7564,US
Storm Lake,42.6431,-95.197,US
Smithfield,41.8347,-111.8266,US
Humahuaca,-23.2,-65.3499,AR
Caracarai,1.8162,-61.1277,BR
Woods Cross,40.8731,-111.917,US
Fairfield,41.0061,-91.9669,US
Belen,-23.4695,-57.24,PY
Belen,-27.6496,-67.0333,AR
Makoua,-0.0096,15.64,CG
North Vernon,39.0175,-85.6314,US
Berlin,44.4869,-71.2599,US
Mendota Heights,44.8815,-93.14,US
Newport,35.9617,-83.1977,US
Gloucester City,39.8924,-75.1172,US
Coshocton,40.2618,-81.848,US
Webb City,37.1412,-94.4676,US
Mount Sterling,38.0646,-83.9473,US
Westwood,40.9878,-74.0308,US
Fulton,43.3171,-76.4162,US
Granby,41.9694,-72.8346,US
Lamesa,32.7333,-101.9542,US
Mexico,39.1626,-91.8712,US
Wyandanch,40.7467,-73.3769,US
Delemont,47.37,7.345,CH
Urbana,40.1089,-83.7541,US
Mountain Top,41.1353,-75.9045,US
Minooka,41.4507,-88.2792,US
Waupun,43.6315,-88.7379,US
Fenton,42.7994,-83.7144,US
Somers,41.9949,-72.453,US
Campton Hills,41.9498,-88.4167,US
Groton,42.6137,-71.5614,US
Haysville,37.5649,-97.3527,US
Leicester,42.24,-71.912,US
Hormigueros,18.1437,-67.12,PR
Princess Anne,38.2053,-75.6969,US
Santa Cruz,-0.5333,-90.35,EC
Franklin Lakes,41.0086,-74.2083,US
Angola,41.6432,-85.005,US
Beachwood,39.9287,-74.2023,US
Shiloh,39.9734,-76.792,US
Lakeville,41.831,-70.9594,US
Lighthouse Point,26.2785,-80.0891,US
Villas,26.5505,-81.8678,US
Soquel,36.9978,-121.9482,US
East Hanover,40.8192,-74.3638,US
Amherst,42.8705,-71.6068,US
Otar,43.5346,75.2139,KZ
Prieska,-29.6595,22.73,ZA
Macclenny,30.2818,-82.125,US
Gardere,30.3582,-91.1345,US
Lower Burrell,40.5818,-79.7141,US
Jefferson Hills,40.2927,-79.9329,US
Canyon Lake,33.6884,-117.2621,US
Kennebunk,43.3972,-70.5707,US
Mwingi,-0.9296,38.07,KE
Springdale,39.2909,-84.476,US
Edgewood,47.2309,-122.2832,US
Merriam,39.0186,-94.6933,US
Newport East,41.5158,-71.2878,US
Fitzgerald,31.7135,-83.2515,US
Chalco,41.1817,-96.1353,US
Greentree,39.8989,-74.9614,US
Niles,41.8346,-86.2473,US
Pompton Lakes,41.0024,-74.2859,US
Ocean City,39.2682,-74.6019,US
Qasr-e Shirin,34.5124,45.5772,IR
Lake Morton-Berrydale,47.3325,-122.103,US
Camp Verde,34.5699,-111.8573,US
Koror,7.3452,134.4695,PW
Wahpeton,46.2722,-96.6118,US
Yorktown,40.183,-85.5123,US
Kaneohe Station,21.4451,-157.7515,US
Summerfield,36.1973,-79.8999,US
Clinton,34.4777,-81.8636,US
Mack,39.1501,-84.6791,US
Echelon,39.8482,-74.9957,US
Maysville,38.6455,-83.7911,US
Walden,41.5603,-74.1879,US
Madison Heights,37.4487,-79.1057,US
Huntingdon,40.5,-78.0098,US
Lewisburg,35.4493,-86.7896,US
Woodland Park,38.9987,-105.0595,US
Munhall,40.3937,-79.9004,US
Lake Grove,40.8586,-73.1168,US
Mayfield,36.737,-88.6447,US
Tremonton,41.7188,-112.1891,US
Damascus,45.4239,-122.447,US
Two Rivers,44.1564,-87.5824,US
Lunenburg,42.5897,-71.7199,US
Dobbs Ferry,41.0127,-73.8698,US
Celina,40.5551,-84.5628,US
Folkston,30.8392,-82.0073,US
Parkes,-33.1296,148.17,AU
River Forest,41.895,-87.8194,US
Lithgow,-33.4961,150.1528,AU
Grosse Pointe Park,42.3794,-82.9288,US
Webster,29.5317,-95.1188,US
Town and Country,38.6317,-90.4789,US
Woodmere,29.8493,-90.0751,US
Kalaoa,19.7369,-156.0122,US
Gardnerville Ranchos,38.8872,-119.7426,US
Hawera,-39.5795,174.278,NZ
Fairview Shores,28.6021,-81.3946,US
Lowes Island,39.047,-77.3524,US
Brookings,42.0697,-124.3002,US
Woodbury,41.3284,-74.1004,US
Pedernales,18.038,-71.741,DO
Wantage,41.2431,-74.6258,US
Satellite Beach,28.1782,-80.6019,US
Halfway,39.6163,-77.77,US
Sierra Madre,34.1687,-118.0504,US
Rifle,39.5362,-107.772,US
Millington,35.335,-89.8991,US
Arizona City,32.7506,-111.6707,US
Holbrook,42.1471,-71.0057,US
Urbana,39.3237,-77.3411,US
Dent,39.1922,-84.6593,US
Bairnsdale,-37.8296,147.61,AU
Mount Kisco,41.2018,-73.7282,US
Galena Park,29.7452,-95.2333,US
Elkins,38.9237,-79.8541,US
Bowen,-20.0013,148.2087,AU
Fox Crossing,44.2236,-88.4787,US
Viera East,28.261,-80.715,US
Lindon,40.3414,-111.7188,US
Brock Hall,38.8617,-76.7549,US
Alamosa,37.4755,-105.877,US
Braselton,34.1087,-83.8124,US
Stayton,44.8031,-122.7982,US
Moncks Corner,33.1714,-80.0122,US
West Caldwell,40.8489,-74.2971,US
Garden Acres,37.9637,-121.2296,US
Bacliff,29.5077,-94.988,US
Mitchellville,38.9358,-76.8146,US
Big Lake,45.3416,-93.7431,US
Orono,44.8867,-68.7166,US
Nantucket,41.2831,-70.0692,US
Destrehan,29.9625,-90.3676,US
Grand Haven,43.0553,-86.2201,US
Highland Park,42.4052,-83.0977,US
Norwell,42.1608,-70.8177,US
Norwalk,41.4897,-93.6913,US
Chenango,42.1954,-75.8989,US
Manchester,37.4902,-77.5396,US
Winchester,41.9219,-73.1028,US
Ogdensburg,44.7088,-75.4717,US
Broomall,39.9694,-75.3529,US
Panthersville,33.7059,-84.2764,US
Kargat,55.1959,80.2811,RU
Hailey,43.5141,-114.3,US
Vidor,30.1291,-93.9967,US
Tamalpais-Homestead Valley,37.8793,-122.5382,US
Linthicum,39.2088,-76.6625,US
Kenora,49.7667,-94.4666,CA
Rochelle,41.9194,-89.0634,US
Crestwood,41.6454,-87.7397,US
Rosaryville,38.7672,-76.8266,US
Annapolis Neck,38.9408,-76.4997,US
Show Low,34.2671,-110.0384,US
Ngorongoro,-3.2496,35.52,TZ
Greencastle,39.6431,-86.8419,US
Pozo Almonte,-20.2696,-69.8,CL
Forestville,39.0711,-84.3389,US
Pike Creek Valley,39.7296,-75.6993,US
Cheval,28.1459,-82.5185,US
Sussex,43.134,-88.2231,US
Burr Ridge,41.7485,-87.9199,US
Totowa,40.9039,-74.2214,US
Winnemucca,40.9645,-117.7247,US
Dawson Creek,55.767,-120.2333,CA
California City,35.1578,-117.872,US
Brooklyn,41.4349,-81.7498,US
Kings Mountain,35.2348,-81.3501,US
Farmersville,36.3054,-119.2081,US
Atchison,39.5625,-95.1368,US
Weddington,35.0228,-80.7383,US
Gonzales,30.2132,-90.9234,US
Yeppoon,-23.1329,150.7567,AU
Spencer,43.1468,-95.1534,US
Browns Mills,39.9737,-74.569,US
Milton,44.643,-73.1542,US
Port Salerno,27.1461,-80.1895,US
Florence,43.9913,-124.1062,US
Silverton,45.003,-122.7808,US
Waterford,39.7415,-74.8207,US
Montgomery,39.2494,-84.3457,US
Winchendon,42.6667,-72.0487,US
Muskegon Heights,43.2024,-86.242,US
Elk City,35.3849,-99.4333,US
Ironton,38.5319,-82.6777,US
New Albany,40.0808,-82.7896,US
Heath,40.0241,-82.4412,US
Selma,29.5865,-98.3134,US
Point Pleasant,38.8529,-82.1303,US
Union Park,28.5645,-81.2354,US
Pearsall,28.8885,-99.0988,US
Hudson,42.2515,-73.7859,US
Kennett,36.2403,-90.0481,US
Vermillion,42.7811,-96.9255,US
Essex Junction,44.4902,-73.114,US
Ludington,43.9573,-86.4434,US
Whitehall,43.4003,-86.3406,US
Permet,40.234,20.352,AL
Gold Canyon,33.3715,-111.4369,US
Fairfield,33.4747,-86.9194,US
Massena,44.9292,-74.8923,US
Poulsbo,47.7417,-122.6408,US
Worth,41.6877,-87.7916,US
Monroe,42.603,-89.6381,US
Three Rivers,41.9465,-85.628,US
Forest,37.3728,-79.2832,US
Gulf Gate Estates,27.2587,-82.5065,US
Miami Shores,25.867,-80.1779,US
Toccoa,34.5807,-83.3256,US
North Logan,41.7759,-111.8066,US
Ketchikan,55.3556,-131.6698,US
Morro Bay,35.3681,-120.8482,US
Pacific,38.4805,-90.7541,US
San Diego Country Estates,33.0093,-116.7874,US
Petal,31.3477,-89.2359,US
Bellefontaine Neighbors,38.7529,-90.2279,US
Khilok,51.35,110.45,RU
Decatur,40.8286,-84.9282,US
Lake Arrowhead,34.2531,-117.1945,US
Myrtle Grove,34.123,-77.8834,US
Benito Juarez,-37.6655,-59.8,AR
West Point,41.122,-112.0995,US
Wapakoneta,40.5664,-84.1915,US
Lyons,41.8121,-87.8192,US
Hillsdale,41.0074,-74.044,US
Bedford Heights,41.4042,-81.5053,US
Songo,-7.3496,14.85,AO
Farmington,42.4614,-83.3784,US
